전체 카테고리 성장률 순위:
====================================
Rank 1: {'대카테고리': '스포츠/레저', '중카테고리': '수영/수상스포츠', '소카테고리': '스노클링/다이빙', '세부카테고리': '다이빙 소품', 'total': 65, 'recent_sum': 51, 'older_sum': 14, 'growth_rate': 3.642857142857143, 'final_score': 301.7857142857143, 'rank': 1}
Rank 1121: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '유아동침구', '세부카테고리': '요/패드', 'total': 153, 'recent_sum': 16, 'older_sum': 137, 'growth_rate': 0.11678832116788321, 'final_score': 170.86861313868616, 'rank': 1121}
Rank 1122: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '카페트/쿠션', '세부카테고리': '전기방석', 'total': 163, 'recent_sum': 17, 'older_sum': 146, 'growth_rate': 0.11643835616438356, 'final_score': 181.97945205479454, 'rank': 1122}
Rank 1123: {'대카테고리': '가전디지털', '중카테고리': '계절가전', '소카테고리': '전기요/매트', '세부카테고리': '전기방석', 'total': 163, 'recent_sum': 17, 'older_sum': 146, 'growth_rate': 0.11643835616438356, 'final_score': 181.97945205479454, 'rank': 1123}
Rank 1124: {'대카테고리': '뷰티', '중카테고리': '바디', '소카테고리': '바디로션/크림', '세부카테고리': '바디크림', 'total': 106, 'recent_sum': 11, 'older_sum': 95, 'growth_rate': 0.11578947368421053, 'final_score': 118.27368421052631, 'rank': 1124}
Rank 1125: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '바디로션/크림', '세부카테고리': '바디크림', 'total': 106, 'recent_sum': 11, 'older_sum': 95, 'growth_rate': 0.11578947368421053, 'final_score': 118.27368421052631, 'rank': 1125}
Rank 1126: {'대카테고리': '홈인테리어', '중카테고리': '셀프인테리어', '소카테고리': '공구/자재', '세부카테고리': '줄자/쇠자', 'total': 116, 'recent_sum': 12, 'older_sum': 104, 'growth_rate': 0.11538461538461539, 'final_score': 129.3846153846154, 'rank': 1126}
Rank 1127: {'대카테고리': '홈인테리어', '중카테고리': '공구/철물/DIY', '소카테고리': '측정/측량도구', '세부카테고리': '줄자', 'total': 116, 'recent_sum': 12, 'older_sum': 104, 'growth_rate': 0.11538461538461539, 'final_score': 129.3846153846154, 'rank': 1127}
Rank 1128: {'대카테고리': '유아동패션', '중카테고리': '남아', '소카테고리': '의류', '세부카테고리': '니트', 'total': 107, 'recent_sum': 11, 'older_sum': 96, 'growth_rate': 0.11458333333333333, 'final_score': 119.26041666666666, 'rank': 1128}
Rank 1129: {'대카테고리': '생활용품', '중카테고리': '헤어', '소카테고리': '샴푸/린스', '세부카테고리': '린스/컨디셔너', 'total': 107, 'recent_sum': 11, 'older_sum': 96, 'growth_rate': 0.11458333333333333, 'final_score': 119.26041666666666, 'rank': 1129}
Rank 1130: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '온도계/측정도구', '세부카테고리': '줄자', 'total': 117, 'recent_sum': 12, 'older_sum': 105, 'growth_rate': 0.11428571428571428, 'final_score': 130.37142857142857, 'rank': 1130}
Rank 1131: {'대카테고리': '생활용품', '중카테고리': '공구/철물/DIY', '소카테고리': '측정/측량도구', '세부카테고리': '줄자', 'total': 117, 'recent_sum': 12, 'older_sum': 105, 'growth_rate': 0.11428571428571428, 'final_score': 130.37142857142857, 'rank': 1131}
Rank 1132: {'대카테고리': '출산/유아동', '중카테고리': '이유용품/유아식기', '소카테고리': '이유식용품', '세부카테고리': '턱받이', 'total': 361, 'recent_sum': 37, 'older_sum': 324, 'growth_rate': 0.11419753086419752, 'final_score': 402.22530864197535, 'rank': 1132}
Rank 1133: {'대카테고리': '출산/유아동', '중카테고리': '이유용품/유아식기', '소카테고리': '', '세부카테고리': None, 'total': 361, 'recent_sum': 37, 'older_sum': 324, 'growth_rate': 0.11419753086419752, 'final_score': 402.22530864197535, 'rank': 1133}
Rank 1134: {'대카테고리': '헬스/건강식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '커피/원두/차', '세부카테고리': '원두/캡슐/기타커피', 'total': 527, 'recent_sum': 54, 'older_sum': 473, 'growth_rate': 0.11416490486257928, 'final_score': 587.1649048625793, 'rank': 1134}
Rank 1135: {'대카테고리': '홈인테리어', '중카테고리': 'F/W 침구샵', '소카테고리': '베개/바디필로우', '세부카테고리': '헤드쿠션/등쿠션', 'total': 137, 'recent_sum': 14, 'older_sum': 123, 'growth_rate': 0.11382113821138211, 'final_score': 152.59349593495935, 'rank': 1135}
Rank 1136: {'대카테고리': '출산/유아동', '중카테고리': '출산준비물/선물', '소카테고리': '생활용품', '세부카테고리': '턱받이', 'total': 372, 'recent_sum': 38, 'older_sum': 334, 'growth_rate': 0.11377245508982035, 'final_score': 414.32335329341316, 'rank': 1136}
Rank 1137: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '클렌징/필링', '세부카테고리': '필링', 'total': 49, 'recent_sum': 5, 'older_sum': 44, 'growth_rate': 0.11363636363636363, 'final_score': 54.56818181818181, 'rank': 1137}
Rank 1138: {'대카테고리': '식품', '중카테고리': '반찬/간편식/대용식', '소카테고리': '분식/튀김/피자', '세부카테고리': '만두', 'total': 108, 'recent_sum': 11, 'older_sum': 97, 'growth_rate': 0.1134020618556701, 'final_score': 120.24742268041237, 'rank': 1138}
Rank 1139: {'대카테고리': '생활용품', '중카테고리': '생활잡화', '소카테고리': '핫팩/아이스팩', '세부카테고리': '손난로/핫팩', 'total': 216, 'recent_sum': 22, 'older_sum': 194, 'growth_rate': 0.1134020618556701, 'final_score': 240.49484536082474, 'rank': 1139}
Rank 1140: {'대카테고리': '주방용품', '중카테고리': '주방조리도구', '소카테고리': '칼', '세부카테고리': '식도', 'total': 167, 'recent_sum': 17, 'older_sum': 150, 'growth_rate': 0.11333333333333333, 'final_score': 185.92666666666665, 'rank': 1140}
Rank 1141: {'대카테고리': '가전디지털', '중카테고리': 'PC주변기기', '소카테고리': '공유기/네트워크', '세부카테고리': '스위칭허브/서버', 'total': 149, 'recent_sum': 15, 'older_sum': 134, 'growth_rate': 0.11194029850746269, 'final_score': 165.67910447761193, 'rank': 1141}
Rank 1142: {'대카테고리': '주방용품', '중카테고리': '주방잡화', '소카테고리': '앞치마/오븐장갑', '세부카테고리': '앞치마', 'total': 1595, 'recent_sum': 160, 'older_sum': 1435, 'growth_rate': 0.11149825783972125, 'final_score': 1772.8397212543553, 'rank': 1142}
Rank 1143: {'대카테고리': '스포츠/레저', '중카테고리': '캠핑전문관', '소카테고리': '수납/정리소품', '세부카테고리': '캠핑소품', 'total': 300, 'recent_sum': 30, 'older_sum': 270, 'growth_rate': 0.1111111111111111, 'final_score': 333.33333333333337, 'rank': 1143}
Rank 1144: {'대카테고리': '문구/오피스', '중카테고리': '학용품/수업준비', '소카테고리': '과학시간', '세부카테고리': '과학실험키트', 'total': 30, 'recent_sum': 3, 'older_sum': 27, 'growth_rate': 0.1111111111111111, 'final_score': 33.333333333333336, 'rank': 1144}
Rank 1145: {'대카테고리': '스포츠/레저', '중카테고리': '골프', '소카테고리': '골프장갑/잡화', '세부카테고리': '골프양말', 'total': 611, 'recent_sum': 61, 'older_sum': 550, 'growth_rate': 0.11090909090909092, 'final_score': 678.7654545454545, 'rank': 1145}
Rank 1146: {'대카테고리': '주방용품', '중카테고리': '수저/커트러리', '소카테고리': '수저/커트러리세트', '세부카테고리': '티스푼/포크세트', 'total': 191, 'recent_sum': 19, 'older_sum': 172, 'growth_rate': 0.11046511627906977, 'final_score': 212.09883720930233, 'rank': 1146}
Rank 1147: {'대카테고리': '문구/오피스', '중카테고리': '파티/이벤트', '소카테고리': '풍선', '세부카테고리': '은박풍선', 'total': 1096, 'recent_sum': 109, 'older_sum': 987, 'growth_rate': 0.11043566362715299, 'final_score': 1217.0374873353599, 'rank': 1147}
Rank 1148: {'대카테고리': '홈인테리어', '중카테고리': '수납/정리', '소카테고리': '기타정리용품', '세부카테고리': '기타수납정리용품', 'total': 362, 'recent_sum': 36, 'older_sum': 326, 'growth_rate': 0.11042944785276074, 'final_score': 401.9754601226994, 'rank': 1148}
Rank 1149: {'대카테고리': '생활용품', '중카테고리': '주방수납/잡화', '소카테고리': '주방잡화', '세부카테고리': '주방장갑', 'total': 585, 'recent_sum': 58, 'older_sum': 527, 'growth_rate': 0.11005692599620494, 'final_score': 649.3833017077799, 'rank': 1149}
Rank 1150: {'대카테고리': '여성패션', '중카테고리': '신발', '소카테고리': '단화/플랫', '세부카테고리': '플랫슈즈', 'total': 444, 'recent_sum': 44, 'older_sum': 400, 'growth_rate': 0.11, 'final_score': 492.84000000000003, 'rank': 1150}
Rank 1151: {'대카테고리': '여성패션', '중카테고리': '의류', '소카테고리': '', '세부카테고리': None, 'total': 414, 'recent_sum': 41, 'older_sum': 373, 'growth_rate': 0.10991957104557641, 'final_score': 459.50670241286866, 'rank': 1151}
Rank 1152: {'대카테고리': '문구/오피스', '중카테고리': '파티/이벤트', '소카테고리': '풍선', '세부카테고리': '일반풍선', 'total': 953, 'recent_sum': 94, 'older_sum': 859, 'growth_rate': 0.10942956926658906, 'final_score': 1057.2863795110593, 'rank': 1152}
Rank 1153: {'대카테고리': '유아동패션', '중카테고리': '남아', '소카테고리': '의류', '세부카테고리': '재킷/점퍼', 'total': 864, 'recent_sum': 85, 'older_sum': 779, 'growth_rate': 0.10911424903722722, 'final_score': 958.2747111681643, 'rank': 1153}
Rank 1154: {'대카테고리': '자동차용품', '중카테고리': '인테리어', '소카테고리': '방향제/공기청정', '세부카테고리': '디퓨저', 'total': 61, 'recent_sum': 6, 'older_sum': 55, 'growth_rate': 0.10909090909090909, 'final_score': 67.65454545454546, 'rank': 1154}
Rank 1155: {'대카테고리': '홈인테리어', '중카테고리': '세탁/청소용품', '소카테고리': '청소용품', '세부카테고리': '청소솔/스틱', 'total': 407, 'recent_sum': 40, 'older_sum': 367, 'growth_rate': 0.10899182561307902, 'final_score': 451.3596730245232, 'rank': 1155}
Rank 1156: {'대카테고리': '가전디지털', '중카테고리': '휴대폰 액세서리', '소카테고리': '휴대폰 케이스', '세부카테고리': '플립/뷰커버', 'total': 102, 'recent_sum': 10, 'older_sum': 92, 'growth_rate': 0.10869565217391304, 'final_score': 113.08695652173914, 'rank': 1156}
Rank 1157: {'대카테고리': '가전디지털', '중카테고리': '음향기기', '소카테고리': '스피커', '세부카테고리': '블루투스 스피커', 'total': 276, 'recent_sum': 27, 'older_sum': 249, 'growth_rate': 0.10843373493975904, 'final_score': 305.9277108433735, 'rank': 1157}
Rank 1158: {'대카테고리': '뷰티', '중카테고리': '메이크업', '소카테고리': '아이 메이크업', '세부카테고리': '마스카라', 'total': 195, 'recent_sum': 19, 'older_sum': 176, 'growth_rate': 0.10795454545454546, 'final_score': 216.05113636363635, 'rank': 1158}
Rank 1159: {'대카테고리': '뷰티', '중카테고리': '네일', '소카테고리': '네일팁/페디팁/스티커', '세부카테고리': '네일/페디스티커', 'total': 227, 'recent_sum': 22, 'older_sum': 205, 'growth_rate': 0.1073170731707317, 'final_score': 251.3609756097561, 'rank': 1159}
Rank 1160: {'대카테고리': '출산/유아동', '중카테고리': '수유용품', '소카테고리': '젖병', '세부카테고리': '일반젖병', 'total': 341, 'recent_sum': 33, 'older_sum': 308, 'growth_rate': 0.10714285714285714, 'final_score': 377.53571428571433, 'rank': 1160}
Rank 1161: {'대카테고리': '가전디지털', '중카테고리': '청소기', '소카테고리': '', '세부카테고리': None, 'total': 31, 'recent_sum': 3, 'older_sum': 28, 'growth_rate': 0.10714285714285714, 'final_score': 34.32142857142858, 'rank': 1161}
Rank 1162: {'대카테고리': '주방용품', '중카테고리': '주방잡화', '소카테고리': '', '세부카테고리': None, 'total': 560, 'recent_sum': 54, 'older_sum': 506, 'growth_rate': 0.1067193675889328, 'final_score': 619.7628458498024, 'rank': 1162}
Rank 1163: {'대카테고리': '주방용품', '중카테고리': '컵/텀블러/와인용품', '소카테고리': '커피잔/찻잔', '세부카테고리': '차/다기세트', 'total': 156, 'recent_sum': 15, 'older_sum': 141, 'growth_rate': 0.10638297872340426, 'final_score': 172.59574468085108, 'rank': 1163}
Rank 1164: {'대카테고리': '주방용품', '중카테고리': '보온/보냉용품', '소카테고리': '아이스박스/아이스팩', '세부카테고리': '쿨러백', 'total': 208, 'recent_sum': 20, 'older_sum': 188, 'growth_rate': 0.10638297872340426, 'final_score': 230.12765957446808, 'rank': 1164}
Rank 1165: {'대카테고리': '문구/오피스', '중카테고리': '사무용품 전문관', '소카테고리': '사무용문구', '세부카테고리': '자/줄자', 'total': 125, 'recent_sum': 12, 'older_sum': 113, 'growth_rate': 0.10619469026548672, 'final_score': 138.27433628318585, 'rank': 1165}
Rank 1166: {'대카테고리': '생활용품', '중카테고리': '안전/호신용품', '소카테고리': '재난/방역용품', '세부카테고리': '지진/대피용품', 'total': 94, 'recent_sum': 9, 'older_sum': 85, 'growth_rate': 0.10588235294117647, 'final_score': 103.95294117647059, 'rank': 1166}
Rank 1167: {'대카테고리': '홈인테리어', '중카테고리': '안전/호신용품', '소카테고리': '재난/방역용품', '세부카테고리': '지진/대피용품', 'total': 94, 'recent_sum': 9, 'older_sum': 85, 'growth_rate': 0.10588235294117647, 'final_score': 103.95294117647059, 'rank': 1167}
Rank 1168: {'대카테고리': '식품', '중카테고리': '쌀/잡곡', '소카테고리': '쌀/잡곡 가루', '세부카테고리': '기타 곡물가루', 'total': 42, 'recent_sum': 4, 'older_sum': 38, 'growth_rate': 0.10526315789473684, 'final_score': 46.421052631578945, 'rank': 1168}
Rank 1169: {'대카테고리': '식품', '중카테고리': '가루/조미료/오일', '소카테고리': '가루/분말류', '세부카테고리': '기타곡물가루', 'total': 42, 'recent_sum': 4, 'older_sum': 38, 'growth_rate': 0.10526315789473684, 'final_score': 46.421052631578945, 'rank': 1169}
Rank 1170: {'대카테고리': '식품', '중카테고리': '사과식초/땅콩버터 외', '소카테고리': '건강식품', '세부카테고리': 'MCT오일/영양제', 'total': 74, 'recent_sum': 7, 'older_sum': 67, 'growth_rate': 0.1044776119402985, 'final_score': 81.73134328358209, 'rank': 1170}
Rank 1171: {'대카테고리': '여성패션', '중카테고리': '신발', '소카테고리': '운동화/스니커즈', '세부카테고리': '운동화', 'total': 793, 'recent_sum': 75, 'older_sum': 718, 'growth_rate': 0.10445682451253482, 'final_score': 875.83426183844, 'rank': 1171}
Rank 1172: {'대카테고리': '홈인테리어', '중카테고리': '조명/스탠드', '소카테고리': '천장등/벽등', '세부카테고리': '천장등/실링라이트', 'total': 1000, 'recent_sum': 94, 'older_sum': 906, 'growth_rate': 0.10375275938189846, 'final_score': 1103.7527593818986, 'rank': 1172}
Rank 1173: {'대카테고리': '출산/유아동', '중카테고리': '유아동도서', '소카테고리': '어린이 문학', '세부카테고리': '추리/탐정/공포', 'total': 43, 'recent_sum': 4, 'older_sum': 39, 'growth_rate': 0.10256410256410256, 'final_score': 47.410256410256416, 'rank': 1173}
Rank 1174: {'대카테고리': '생활용품', '중카테고리': '세탁/청소용품', '소카테고리': '청소용품', '세부카테고리': '청소솔/스틱', 'total': 410, 'recent_sum': 38, 'older_sum': 372, 'growth_rate': 0.10215053763440861, 'final_score': 451.88172043010746, 'rank': 1174}
Rank 1175: {'대카테고리': '스포츠/레저', '중카테고리': '캠핑전문관', '소카테고리': '캠핑주방용품', '세부카테고리': '아이스박스/쿨러', 'total': 335, 'recent_sum': 31, 'older_sum': 304, 'growth_rate': 0.10197368421052631, 'final_score': 369.1611842105263, 'rank': 1175}
Rank 1176: {'대카테고리': '스포츠/레저', '중카테고리': '캠핑전문관', '소카테고리': '수납/정리소품', '세부카테고리': '캠핑 가방/케이스', 'total': 227, 'recent_sum': 21, 'older_sum': 206, 'growth_rate': 0.10194174757281553, 'final_score': 250.14077669902912, 'rank': 1176}
Rank 1177: {'대카테고리': '남녀 공용 의류', '중카테고리': '후드집업/집업류', '소카테고리': '', '세부카테고리': '', 'total': 304, 'recent_sum': 28, 'older_sum': 276, 'growth_rate': 0.10144927536231885, 'final_score': 334.84057971014494, 'rank': 1177}
Rank 1178: {'대카테고리': '여성패션', '중카테고리': '신발', '소카테고리': '', '세부카테고리': None, 'total': 229, 'recent_sum': 21, 'older_sum': 208, 'growth_rate': 0.10096153846153846, 'final_score': 252.12019230769232, 'rank': 1178}
Rank 1179: {'대카테고리': '여성패션', '중카테고리': '의류', '소카테고리': '맨투맨/후드티', '세부카테고리': '맨투맨', 'total': 1564, 'recent_sum': 143, 'older_sum': 1421, 'growth_rate': 0.10063335679099226, 'final_score': 1721.390570021112, 'rank': 1179}
Rank 1180: {'대카테고리': '남녀 공용 의류', '중카테고리': '아우터', '소카테고리': '', '세부카테고리': None, 'total': 350, 'recent_sum': 32, 'older_sum': 318, 'growth_rate': 0.10062893081761007, 'final_score': 385.2201257861635, 'rank': 1180}
Rank 1181: {'대카테고리': '문구/오피스', '중카테고리': '학용품/수업준비', '소카테고리': '노트', '세부카테고리': '유선/무선노트', 'total': 362, 'recent_sum': 33, 'older_sum': 329, 'growth_rate': 0.10030395136778116, 'final_score': 398.31003039513683, 'rank': 1181}
Rank 1182: {'대카테고리': '문구/오피스', '중카테고리': '노트/메모지', '소카테고리': '', '세부카테고리': None, 'total': 362, 'recent_sum': 33, 'older_sum': 329, 'growth_rate': 0.10030395136778116, 'final_score': 398.31003039513683, 'rank': 1182}
Rank 1183: {'대카테고리': '스포츠/레저', '중카테고리': '자전거', '소카테고리': '자전거장갑/잡화', '세부카테고리': '버프/스카프', 'total': 220, 'recent_sum': 20, 'older_sum': 200, 'growth_rate': 0.1, 'final_score': 242.00000000000003, 'rank': 1183}
Rank 1184: {'대카테고리': '스포츠/레저', '중카테고리': '등산/아웃도어', '소카테고리': '등산모자/잡화', '세부카테고리': '마스크/바라크라바', 'total': 221, 'recent_sum': 20, 'older_sum': 201, 'growth_rate': 0.09950248756218906, 'final_score': 242.9900497512438, 'rank': 1184}
Rank 1185: {'대카테고리': '출산/유아동', '중카테고리': '유아동침구', '소카테고리': '', '세부카테고리': None, 'total': 155, 'recent_sum': 14, 'older_sum': 141, 'growth_rate': 0.09929078014184398, 'final_score': 170.3900709219858, 'rank': 1185}
Rank 1186: {'대카테고리': '생활용품', '중카테고리': '욕실용품', '소카테고리': '목욕/샤워용품', '세부카테고리': '대야/바가지/양동이', 'total': 122, 'recent_sum': 11, 'older_sum': 111, 'growth_rate': 0.0990990990990991, 'final_score': 134.09009009009011, 'rank': 1186}
Rank 1187: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '욕실용품/잡화', '세부카테고리': '대야/바가지/양동이', 'total': 122, 'recent_sum': 11, 'older_sum': 111, 'growth_rate': 0.0990990990990991, 'final_score': 134.09009009009011, 'rank': 1187}
Rank 1188: {'대카테고리': '홈인테리어', '중카테고리': '싱글하우스', '소카테고리': '인테리어소품', '세부카테고리': '디퓨저', 'total': 400, 'recent_sum': 36, 'older_sum': 364, 'growth_rate': 0.0989010989010989, 'final_score': 439.5604395604396, 'rank': 1188}
Rank 1189: {'대카테고리': '문구/오피스', '중카테고리': '파티/이벤트', '소카테고리': '꽃잎/폭죽/불꽃놀이', '세부카테고리': '폭죽', 'total': 67, 'recent_sum': 6, 'older_sum': 61, 'growth_rate': 0.09836065573770492, 'final_score': 73.59016393442624, 'rank': 1189}
Rank 1190: {'대카테고리': '여성패션', '중카테고리': '가방/잡화', '소카테고리': '주얼리', '세부카테고리': '팔찌/발찌', 'total': 727, 'recent_sum': 65, 'older_sum': 662, 'growth_rate': 0.09818731117824774, 'final_score': 798.382175226586, 'rank': 1190}
Rank 1191: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '바디로션/크림', '세부카테고리': '바디오일', 'total': 56, 'recent_sum': 5, 'older_sum': 51, 'growth_rate': 0.09803921568627451, 'final_score': 61.49019607843138, 'rank': 1191}
Rank 1192: {'대카테고리': '홈인테리어', '중카테고리': '욕실용품', '소카테고리': '목욕/샤워용품', '세부카테고리': '대야/바가지/양동이', 'total': 124, 'recent_sum': 11, 'older_sum': 113, 'growth_rate': 0.09734513274336283, 'final_score': 136.07079646017698, 'rank': 1192}
Rank 1193: {'대카테고리': '반려동물용품', '중카테고리': '고양이 용품', '소카테고리': '의류/패션', '세부카테고리': '후드티', 'total': 136, 'recent_sum': 12, 'older_sum': 124, 'growth_rate': 0.0967741935483871, 'final_score': 149.16129032258064, 'rank': 1193}
Rank 1194: {'대카테고리': '생활용품', '중카테고리': '헤어', '소카테고리': '스타일링/케어/세트', '세부카테고리': '헤어스타일링', 'total': 91, 'recent_sum': 8, 'older_sum': 83, 'growth_rate': 0.0963855421686747, 'final_score': 99.77108433734941, 'rank': 1194}
Rank 1195: {'대카테고리': '뷰티', '중카테고리': '바디', '소카테고리': '바디로션/크림', '세부카테고리': '바디오일', 'total': 57, 'recent_sum': 5, 'older_sum': 52, 'growth_rate': 0.09615384615384616, 'final_score': 62.48076923076923, 'rank': 1195}
Rank 1196: {'대카테고리': '홈인테리어', '중카테고리': '세탁/청소용품', '소카테고리': '밀대/청소포', '세부카테고리': '밀대/밀대포세트', 'total': 183, 'recent_sum': 16, 'older_sum': 167, 'growth_rate': 0.09580838323353294, 'final_score': 200.53293413173654, 'rank': 1196}
Rank 1197: {'대카테고리': '생활용품', '중카테고리': '바디/세안', '소카테고리': '핸드/풋/데오', '세부카테고리': '풋케어', 'total': 115, 'recent_sum': 10, 'older_sum': 105, 'growth_rate': 0.09523809523809523, 'final_score': 125.95238095238096, 'rank': 1197}
Rank 1198: {'대카테고리': '완구/취미', '중카테고리': '프라모델', '소카테고리': '', '세부카테고리': None, 'total': 416, 'recent_sum': 36, 'older_sum': 380, 'growth_rate': 0.09473684210526316, 'final_score': 455.4105263157895, 'rank': 1198}
Rank 1199: {'대카테고리': '식품', '중카테고리': '냉장/냉동/간편요리', '소카테고리': '고기/해물/기타요리', '세부카테고리': '기타 즉석요리', 'total': 289, 'recent_sum': 25, 'older_sum': 264, 'growth_rate': 0.0946969696969697, 'final_score': 316.36742424242425, 'rank': 1199}
Rank 1200: {'대카테고리': '생활용품', '중카테고리': '세탁/청소용품', '소카테고리': '밀대/청소포', '세부카테고리': '밀대/밀대포세트', 'total': 185, 'recent_sum': 16, 'older_sum': 169, 'growth_rate': 0.09467455621301775, 'final_score': 202.5147928994083, 'rank': 1200}
Rank 1201: {'대카테고리': '스포츠/레저', '중카테고리': '복싱/검도/태권도', '소카테고리': '복싱/격투기', '세부카테고리': '핸드랩', 'total': 174, 'recent_sum': 15, 'older_sum': 159, 'growth_rate': 0.09433962264150944, 'final_score': 190.41509433962264, 'rank': 1201}
Rank 1202: {'대카테고리': '홈인테리어', '중카테고리': '홈데코', '소카테고리': '디퓨저/방향제', '세부카테고리': '디퓨저', 'total': 419, 'recent_sum': 36, 'older_sum': 383, 'growth_rate': 0.09399477806788512, 'final_score': 458.3838120104439, 'rank': 1202}
Rank 1203: {'대카테고리': '헬스/건강식품', '중카테고리': '건강도서', '소카테고리': '', '세부카테고리': None, 'total': 338, 'recent_sum': 29, 'older_sum': 309, 'growth_rate': 0.09385113268608414, 'final_score': 369.7216828478965, 'rank': 1203}
Rank 1204: {'대카테고리': '홈인테리어', '중카테고리': '싱글하우스', '소카테고리': '선반/수납장', '세부카테고리': '트롤리', 'total': 82, 'recent_sum': 7, 'older_sum': 75, 'growth_rate': 0.09333333333333334, 'final_score': 89.65333333333332, 'rank': 1204}
Rank 1205: {'대카테고리': '완구/취미', '중카테고리': '물놀이/계절완구', '소카테고리': '', '세부카테고리': None, 'total': 47, 'recent_sum': 4, 'older_sum': 43, 'growth_rate': 0.09302325581395349, 'final_score': 51.372093023255815, 'rank': 1205}
Rank 1206: {'대카테고리': '남성패션', '중카테고리': '가방/잡화', '소카테고리': '손수건/머플러', '세부카테고리': '머플러', 'total': 142, 'recent_sum': 12, 'older_sum': 130, 'growth_rate': 0.09230769230769231, 'final_score': 155.10769230769233, 'rank': 1206}
Rank 1207: {'대카테고리': '가전디지털', '중카테고리': '프린터/복합기', '소카테고리': '', '세부카테고리': None, 'total': 83, 'recent_sum': 7, 'older_sum': 76, 'growth_rate': 0.09210526315789473, 'final_score': 90.64473684210526, 'rank': 1207}
Rank 1208: {'대카테고리': '가전디지털', '중카테고리': '카메라', '소카테고리': '포토프린터/용지', '세부카테고리': '포토프린터', 'total': 83, 'recent_sum': 7, 'older_sum': 76, 'growth_rate': 0.09210526315789473, 'final_score': 90.64473684210526, 'rank': 1208}
Rank 1209: {'대카테고리': '헬스/건강식품', '중카테고리': '건강/의료용품', '소카테고리': '마사지/찜질/부항', '세부카테고리': '마사지/지압', 'total': 415, 'recent_sum': 35, 'older_sum': 380, 'growth_rate': 0.09210526315789473, 'final_score': 453.2236842105263, 'rank': 1209}
Rank 1210: {'대카테고리': '가전디지털', '중카테고리': '키보드/마우스', '소카테고리': '마우스패드/손목받침', '세부카테고리': '손목 받침대', 'total': 95, 'recent_sum': 8, 'older_sum': 87, 'growth_rate': 0.09195402298850575, 'final_score': 103.73563218390804, 'rank': 1210}
Rank 1211: {'대카테고리': '여성패션', '중카테고리': '의류', '소카테고리': '', '세부카테고리': None, 'total': 571, 'recent_sum': 48, 'older_sum': 523, 'growth_rate': 0.09177820267686425, 'final_score': 623.4053537284896, 'rank': 1211}
Rank 1212: {'대카테고리': '출산/유아동', '중카테고리': '완구/교구', '소카테고리': '신생아/영아완구', '세부카테고리': '목욕놀이완구', 'total': 48, 'recent_sum': 4, 'older_sum': 44, 'growth_rate': 0.09090909090909091, 'final_score': 52.36363636363636, 'rank': 1212}
Rank 1213: {'대카테고리': '주방용품', '중카테고리': '주방조리도구', '소카테고리': '칼', '세부카테고리': '중식도', 'total': 36, 'recent_sum': 3, 'older_sum': 33, 'growth_rate': 0.09090909090909091, 'final_score': 39.272727272727266, 'rank': 1213}
Rank 1214: {'대카테고리': '주방용품', '중카테고리': '주방조리도구', '소카테고리': '채반/소쿠리', '세부카테고리': '채반/소쿠리', 'total': 84, 'recent_sum': 7, 'older_sum': 77, 'growth_rate': 0.09090909090909091, 'final_score': 91.63636363636363, 'rank': 1214}
Rank 1215: {'대카테고리': '가전디지털', '중카테고리': '1인방송 전문관', '소카테고리': '저장장치/배터리', '세부카테고리': '보조배터리', 'total': 1188, 'recent_sum': 99, 'older_sum': 1089, 'growth_rate': 0.09090909090909091, 'final_score': 1296.0, 'rank': 1215}
Rank 1216: {'대카테고리': '주방용품', '중카테고리': '컵/텀블러/와인용품', '소카테고리': '', '세부카테고리': None, 'total': 193, 'recent_sum': 16, 'older_sum': 177, 'growth_rate': 0.0903954802259887, 'final_score': 210.44632768361583, 'rank': 1216}
Rank 1217: {'대카테고리': '주방용품', '중카테고리': '컵/텀블러/와인용품', '소카테고리': '주류용품', '세부카테고리': '유리컵/맥주잔', 'total': 193, 'recent_sum': 16, 'older_sum': 177, 'growth_rate': 0.0903954802259887, 'final_score': 210.44632768361583, 'rank': 1217}
Rank 1218: {'대카테고리': '주방용품', '중카테고리': '1인가구 주방용품', '소카테고리': '홈바', '세부카테고리': '맥주잔', 'total': 193, 'recent_sum': 16, 'older_sum': 177, 'growth_rate': 0.0903954802259887, 'final_score': 210.44632768361583, 'rank': 1218}
Rank 1219: {'대카테고리': '식품', '중카테고리': '커피/원두/차', '소카테고리': '캡슐/더치/티백', '세부카테고리': '티백/드립백커피', 'total': 109, 'recent_sum': 9, 'older_sum': 100, 'growth_rate': 0.09, 'final_score': 118.81, 'rank': 1219}
